timestamp,trip_id,latitude,longitude,speed,speeding_flag,fuel_level,engine_temp,engine_overheat,accelerometer_x,accelerometer_y,accelerometer_z,harsh_braking,head_position_X,head_position_Y,eye_closed_duration,fatigue_score,driver_state,vehicle_health,vehicle_type
2024-01-01 08:09:30,2,37.76,-122.42,75.3,False,56.59,72.48,False,-0.28,-0.36,0.95,False,Straight,Neutral,0.82,0.16399999999999998,awake,normal,SUV
2024-01-01 08:09:35,2,37.78,-122.43,44.97,False,70.33,96.89,False,0.23,0.23,-0.4,False,Right,Down,0.59,0.31799999999999995,awake,normal,sedan
2024-01-01 08:09:40,2,37.77,-122.41,43.2,False,65.1,96.84,False,0.63,-0.1,0.29,False,Straight,Neutral,0.55,0.11000000000000001,awake,normal,sedan
2024-01-01 08:09:45,2,37.76,-122.43,59.17,False,32.24,88.47,False,-0.06,0.49,0.74,False,Straight,Up,0.33,0.066,awake,normal,SUV
2024-01-01 08:09:50,2,37.76,-122.43,79.85,False,68.79,99.24,False,-0.6,0.36,-0.86,False,Straight,Neutral,0.65,0.13,awake,normal,SUV
2024-01-01 08:09:55,2,37.77,-122.4,73.85,False,75.45,88.86,False,0.54,0.01,0.09,False,Straight,Neutral,0.74,0.148,awake,normal,SUV
2024-01-01 08:10:00,2,37.76,-122.42,76.03,False,64.56,82.65,False,0.18,0.82,-0.58,False,Straight,Neutral,0.28,0.05600000000000001,awake,normal,sedan
2024-01-01 08:10:05,2,37.77,-122.43,47.19,False,74.42,77.13,False,-0.64,0.71,-0.02,False,Straight,Neutral,0.97,0.194,awake,normal,truck
2024-01-01 08:10:10,2,37.77,-122.41,43.81,False,42.33,89.56,False,-0.2,0.72,-0.98,False,Straight,Neutral,0.31,0.062,awake,normal,truck
2024-01-01 08:10:15,2,37.77,-122.42,42.94,False,31.12,75.09,False,-0.33,0.66,-0.14,False,Straight,Neutral,0.52,0.10400000000000001,awake,normal,truck
2024-01-01 08:10:20,2,37.77,-122.42,64.22,False,25.09,80.7,False,0.56,0.41,-0.11,False,Left,Neutral,0.53,0.10600000000000001,awake,normal,SUV
2024-01-01 08:10:25,2,37.77,-122.43,61.25,False,98.8,98.1,False,-0.76,-0.1,0.87,False,Straight,Neutral,0.04,0.008,awake,normal,SUV
2024-01-01 08:10:30,2,37.76,-122.43,40.2,False,98.8,98.55,False,0.74,-0.09,0.03,False,Straight,Neutral,0.64,0.128,awake,normal,sedan
2024-01-01 08:10:35,2,37.76,-122.43,48.07,False,37.71,90.2,False,-0.81,0.35,-0.11,False,Left,Neutral,0.97,0.194,awake,normal,truck
2024-01-01 08:10:40,2,37.77,-122.4,40.7,False,95.02,77.32,False,0.73,0.54,-0.77,False,Straight,Down,0.83,0.366,awake,normal,truck
2024-01-01 08:10:45,2,37.77,-122.4,63.09,False,84.42,80.46,False,0.21,-0.36,0.73,False,Right,Neutral,0.16,0.032,awake,normal,SUV
2024-01-01 08:10:50,2,37.76,-122.42,56.17,False,19.82,79.81,False,0.62,0.52,0.6,False,Straight,Neutral,0.67,0.134,awake,normal,truck
2024-01-01 08:10:55,2,37.76,-122.41,65.21,False,10.52,88.29,False,-0.24,0.1,0.19,False,Straight,Neutral,0.56,0.11200000000000002,awake,normal,sedan
2024-01-01 08:11:00,2,37.76,-122.41,64.78,False,25.16,83.9,False,0.73,0.04,-0.04,False,Straight,Neutral,0.38,0.076,awake,normal,truck
2024-01-01 08:11:05,2,37.77,-122.42,55.77,False,62.22,86.48,False,0.43,0.04,0.64,False,Straight,Neutral,0.75,0.15,awake,normal,sedan
2024-01-01 08:11:10,2,37.76,-122.4,42.41,False,68.92,98.03,False,-0.8,-0.03,-0.49,False,Straight,Neutral,0.35,0.06999999999999999,awake,normal,sedan
2024-01-01 08:11:15,2,37.78,-122.41,68.65,False,38.02,78.18,False,-0.76,-0.64,0.36,False,Straight,Neutral,0.41,0.08199999999999999,awake,normal,truck
2024-01-01 08:11:20,2,37.77,-122.43,76.71,False,61.06,82.74,False,0.63,-0.25,0.05,False,Straight,Up,0.09,0.018,awake,normal,truck
2024-01-01 08:11:25,2,37.77,-122.41,48.48,False,63.42,88.33,False,0.68,0.8,-0.29,False,Straight,Neutral,0.41,0.08199999999999999,awake,normal,truck
2024-01-01 08:11:30,2,37.77,-122.41,72.38,False,48.14,93.0,False,-0.15,-0.69,-0.53,False,Left,Neutral,0.15,0.03,awake,normal,truck
2024-01-01 08:11:35,2,37.77,-122.42,64.28,False,38.1,86.4,False,-0.22,0.19,-0.01,False,Right,Neutral,0.23,0.046,awake,normal,sedan
2024-01-01 08:11:40,2,37.77,-122.42,68.98,False,48.54,70.47,False,0.64,0.21,-0.33,False,Right,Neutral,0.34,0.068,awake,normal,sedan
2024-01-01 08:11:45,2,37.77,-122.41,52.93,False,63.62,76.8,False,-0.86,0.04,-0.86,False,Left,Neutral,0.35,0.06999999999999999,awake,normal,SUV
2024-01-01 08:11:50,2,37.77,-122.4,49.23,False,68.58,83.71,False,-0.9,-0.24,-0.27,False,Right,Neutral,0.19,0.038,awake,normal,truck
2024-01-01 08:11:55,2,37.77,-122.41,47.01,False,17.99,90.7,False,0.07,-0.81,-0.1,False,Straight,Neutral,0.2,0.04,awake,normal,SUV
2024-01-01 08:12:00,2,37.77,-122.41,44.79,False,93.45,99.22,False,0.47,0.54,-0.51,False,Straight,Up,0.02,0.004,awake,normal,SUV
2024-01-01 08:12:05,2,37.77,-122.41,73.04,False,87.82,93.46,False,-0.93,-0.39,-0.47,False,Straight,Up,0.71,0.142,awake,normal,SUV
2024-01-01 08:12:10,2,37.78,-122.41,57.89,False,37.5,88.02,False,0.84,-0.01,0.98,False,Left,Neutral,0.52,0.10400000000000001,awake,normal,truck
2024-01-01 08:12:15,2,37.78,-122.43,66.97,False,83.57,85.97,False,-0.72,-0.58,0.64,False,Straight,Up,0.72,0.144,awake,normal,sedan
2024-01-01 08:12:20,2,37.76,-122.42,65.64,False,96.16,94.67,False,0.72,0.85,-0.03,False,Straight,Neutral,0.13,0.026000000000000002,awake,normal,truck
2024-01-01 08:12:25,2,37.76,-122.41,66.65,False,45.88,73.65,False,0.01,-0.53,-0.84,False,Straight,Neutral,0.48,0.096,awake,normal,SUV
2024-01-01 08:12:30,2,37.77,-122.4,44.23,False,88.85,89.22,False,0.24,0.3,-0.7,False,Straight,Neutral,0.22,0.044,awake,normal,SUV
2024-01-01 08:12:35,2,37.77,-122.43,64.78,False,99.54,78.92,False,-0.66,-0.85,0.57,False,Straight,Neutral,0.43,0.086,awake,normal,SUV
2024-01-01 08:12:40,2,37.77,-122.41,49.31,False,66.99,76.62,False,0.31,0.7,0.45,False,Straight,Neutral,0.17,0.034,awake,normal,SUV
2024-01-01 08:12:45,2,37.77,-122.42,73.1,False,57.3,92.01,False,-0.98,-0.17,-0.04,False,Straight,Neutral,0.77,0.154,awake,normal,truck
2024-01-01 08:12:50,2,37.78,-122.43,52.94,False,58.18,95.03,False,-0.6,-0.87,-0.91,False,Straight,Neutral,0.63,0.126,awake,normal,SUV
2024-01-01 08:12:55,2,37.77,-122.42,59.53,False,33.94,74.5,False,0.47,-0.05,-0.25,False,Straight,Neutral,0.32,0.064,awake,normal,SUV
2024-01-01 08:13:00,2,37.78,-122.4,66.35,False,95.98,98.28,False,-0.85,-0.44,0.86,False,Straight,Neutral,0.81,0.162,awake,normal,SUV
2024-01-01 08:13:05,2,37.78,-122.42,65.47,False,44.77,88.42,False,0.04,-0.7,0.47,False,Straight,Neutral,0.07,0.014000000000000002,awake,normal,truck
2024-01-01 08:13:10,2,37.76,-122.43,72.09,False,74.47,73.16,False,0.02,-0.22,-0.08,False,Right,Down,0.04,0.20800000000000002,awake,normal,SUV
2024-01-01 08:13:15,2,37.78,-122.41,43.94,False,41.94,89.81,False,-0.47,-0.96,-0.84,False,Right,Neutral,0.76,0.152,awake,normal,truck
2024-01-01 08:13:20,2,37.78,-122.41,40.42,False,44.37,77.66,False,-0.86,0.92,-0.04,False,Left,Neutral,0.26,0.052000000000000005,awake,normal,truck
2024-01-01 08:13:25,2,37.76,-122.42,63.3,False,20.26,92.44,False,0.31,-0.74,-0.32,False,Right,Neutral,0.81,0.162,awake,normal,SUV
2024-01-01 08:13:30,2,37.77,-122.42,46.55,False,49.55,78.21,False,0.35,-0.01,-0.97,False,Right,Neutral,0.93,0.186,awake,normal,SUV
2024-01-01 08:13:35,2,37.77,-122.4,50.09,False,33.26,92.65,False,0.68,0.46,0.55,False,Straight,Neutral,0.46,0.092,awake,normal,sedan
2024-01-01 08:13:40,2,37.77,-122.4,69.12,False,94.36,73.24,False,-0.82,0.93,-0.02,False,Straight,Neutral,0.69,0.13799999999999998,awake,normal,SUV
