timestamp,latitude,longitude,speed,fuel_level,engine_temp,accelerometer_x,accelerometer_y,accelerometer_z,head_position_X,head_position_Y,eye_closed_duration,driver_state,vehicle_health,vehicle_type
2024-01-01 08:06:00,37.77,-122.41,76.9,63.37,91.22,0.15,0.21,-0.15,Straight,Down,0.15,awake,normal,SUV
2024-01-01 08:06:05,37.78,-122.42,46.62,20.19,75.59,-0.34,-0.38,-0.55,Straight,Neutral,0.84,awake,normal,SUV
2024-01-01 08:06:10,37.77,-122.42,53.34,80.9,81.95,0.84,-0.31,-0.31,Straight,Neutral,0.54,awake,normal,truck
2024-01-01 08:06:15,37.76,-122.42,59.93,22.68,82.57,-0.28,0.16,0.26,Straight,Neutral,0.91,awake,normal,SUV
2024-01-01 08:06:20,37.76,-122.4,74.43,23.38,86.05,-0.4,-0.38,-0.21,Straight,Neutral,0.18,awake,normal,truck
2024-01-01 08:06:25,37.77,-122.42,58.88,66.25,86.95,0.55,-0.09,0.05,Straight,Neutral,0.07,awake,normal,SUV
2024-01-01 08:06:30,37.77,-122.43,43.02,26.37,92.6,0.79,0.05,0.6,Right,Neutral,0.27,awake,normal,SUV
2024-01-01 08:06:35,37.78,-122.42,49.24,59.66,90.16,-0.79,0.6,-0.64,Straight,Neutral,0.02,awake,normal,sedan
2024-01-01 08:06:40,37.76,-122.42,73.21,75.0,81.92,-0.59,-0.41,0.79,Straight,Up,0.67,awake,normal,truck
2024-01-01 08:06:45,37.76,-122.43,56.86,26.33,96.78,-0.32,-0.48,-0.24,Straight,Neutral,0.82,awake,normal,SUV
2024-01-01 08:06:50,37.77,-122.42,74.44,59.68,76.59,0.56,-0.77,0.13,Right,Neutral,0.97,awake,normal,truck
2024-01-01 08:06:55,37.76,-122.42,61.67,56.12,89.0,-0.72,0.67,0.97,Straight,Neutral,0.26,awake,normal,SUV
2024-01-01 08:07:00,37.77,-122.43,72.6,92.29,84.94,-0.19,-0.01,0.44,Straight,Neutral,0.07,awake,normal,SUV
2024-01-01 08:07:05,37.77,-122.42,64.02,75.9,89.95,0.83,-0.16,-0.23,Straight,Up,0.18,awake,normal,truck
2024-01-01 08:07:10,37.76,-122.41,49.81,17.45,81.68,-0.29,0.44,-0.41,Straight,Neutral,0.29,awake,normal,sedan
2024-01-01 08:07:15,37.77,-122.4,50.8,75.93,86.2,0.68,0.69,0.91,Straight,Neutral,0.16,awake,normal,SUV
2024-01-01 08:07:20,37.77,-122.42,59.82,41.64,90.65,-0.51,0.64,0.6,Straight,Neutral,0.43,awake,normal,SUV
2024-01-01 08:07:25,37.77,-122.42,78.48,18.24,93.7,0.04,-0.83,0.92,Straight,Neutral,0.69,awake,normal,sedan
2024-01-01 08:07:30,37.78,-122.41,76.13,67.35,89.4,-0.9,0.34,-0.91,Straight,Down,0.69,awake,normal,SUV
2024-01-01 08:07:35,37.77,-122.42,67.9,38.16,78.92,0.94,0.89,-0.05,Left,Neutral,0.92,awake,normal,sedan
2024-01-01 08:07:40,37.77,-122.41,54.59,13.33,86.82,0.77,0.06,-0.12,Straight,Neutral,0.48,awake,normal,sedan
2024-01-01 08:07:45,37.78,-122.41,65.04,69.55,96.58,-0.53,-0.95,0.74,Straight,Neutral,0.62,awake,normal,SUV
2024-01-01 08:07:50,37.77,-122.4,40.38,81.89,71.58,-0.92,-0.04,0.16,Straight,Neutral,0.09,awake,normal,sedan
2024-01-01 08:07:55,37.76,-122.42,49.55,57.03,73.31,-0.43,-0.41,-0.53,Straight,Up,0.35,awake,normal,SUV
2024-01-01 08:08:00,37.78,-122.42,78.0,44.59,93.59,-0.16,0.76,0.89,Straight,Neutral,0.09,awake,normal,sedan
2024-01-01 08:08:05,37.76,-122.4,65.99,30.85,88.23,-0.54,-0.65,-0.56,Straight,Neutral,0.51,awake,normal,SUV
2024-01-01 08:08:10,37.77,-122.43,60.73,97.22,87.92,-0.48,0.03,-0.02,Right,Neutral,0.53,awake,normal,SUV
2024-01-01 08:08:15,37.77,-122.41,63.72,77.31,87.4,0.75,-0.47,-0.74,Left,Down,0.09,awake,normal,SUV
2024-01-01 08:08:20,37.78,-122.41,69.41,68.97,78.44,-0.99,0.39,-0.9,Straight,Down,0.25,awake,normal,SUV
2024-01-01 08:08:25,37.76,-122.4,59.81,99.23,84.42,0.65,-0.3,0.36,Straight,Neutral,0.59,awake,normal,truck
2024-01-01 08:08:30,37.78,-122.41,46.29,69.26,74.81,-0.52,0.86,-0.79,Straight,Neutral,0.33,awake,normal,SUV
2024-01-01 08:08:35,37.78,-122.4,73.03,51.89,73.87,0.49,-0.68,0.64,Left,Neutral,0.34,awake,normal,sedan
2024-01-01 08:08:40,37.76,-122.42,62.39,65.52,73.48,-0.98,0.64,-0.74,Straight,Up,0.38,awake,normal,SUV
2024-01-01 08:08:45,37.77,-122.4,77.28,45.29,73.08,0.38,-0.86,-0.4,Straight,Up,0.94,awake,normal,sedan
2024-01-01 08:08:50,37.77,-122.42,74.1,65.88,99.7,-0.11,0.3,0.19,Straight,Up,0.68,awake,normal,sedan
2024-01-01 08:08:55,37.78,-122.42,67.33,83.69,83.38,0.99,-0.15,-0.1,Straight,Neutral,0.27,awake,normal,sedan
2024-01-01 08:09:00,37.77,-122.42,49.2,17.41,73.94,0.93,-0.94,0.46,Right,Neutral,0.87,awake,normal,truck
2024-01-01 08:09:05,37.78,-122.41,56.37,49.81,96.82,-0.57,-0.94,0.3,Straight,Neutral,0.23,awake,normal,sedan
2024-01-01 08:09:10,37.77,-122.4,43.65,26.7,74.61,0.06,-0.96,0.59,Straight,Down,0.45,awake,normal,SUV
2024-01-01 08:09:15,37.78,-122.42,44.69,51.59,73.76,-0.14,-0.6,-0.02,Straight,Neutral,0.69,awake,normal,truck
2024-01-01 08:09:20,37.77,-122.41,45.98,37.93,83.94,-0.21,0.95,0.44,Straight,Neutral,0.68,awake,normal,SUV
2024-01-01 08:09:25,37.78,-122.4,44.2,75.19,77.26,-0.72,-0.0,0.24,Straight,Neutral,0.99,awake,normal,sedan
2024-01-01 08:09:30,37.76,-122.42,75.3,56.59,72.48,-0.28,-0.36,0.95,Straight,Neutral,0.82,awake,normal,SUV
2024-01-01 08:09:35,37.78,-122.43,44.97,70.33,96.89,0.23,0.23,-0.4,Right,Down,0.59,awake,normal,sedan
2024-01-01 08:09:40,37.77,-122.41,43.2,65.1,96.84,0.63,-0.1,0.29,Straight,Neutral,0.55,awake,normal,sedan
2024-01-01 08:09:45,37.76,-122.43,59.17,32.24,88.47,-0.06,0.49,0.74,Straight,Up,0.33,awake,normal,SUV
2024-01-01 08:09:50,37.76,-122.43,79.85,68.79,99.24,-0.6,0.36,-0.86,Straight,Neutral,0.65,awake,normal,SUV
2024-01-01 08:09:55,37.77,-122.4,73.85,75.45,88.86,0.54,0.01,0.09,Straight,Neutral,0.74,awake,normal,SUV
2024-01-01 08:10:00,37.76,-122.42,76.03,64.56,82.65,0.18,0.82,-0.58,Straight,Neutral,0.28,awake,normal,sedan
2024-01-01 08:10:05,37.77,-122.43,47.19,74.42,77.13,-0.64,0.71,-0.02,Straight,Neutral,0.97,awake,normal,truck
2024-01-01 08:10:10,37.77,-122.41,43.81,42.33,89.56,-0.2,0.72,-0.98,Straight,Neutral,0.31,awake,normal,truck
2024-01-01 08:10:15,37.77,-122.42,42.94,31.12,75.09,-0.33,0.66,-0.14,Straight,Neutral,0.52,awake,normal,truck
2024-01-01 08:10:20,37.77,-122.42,64.22,25.09,80.7,0.56,0.41,-0.11,Left,Neutral,0.53,awake,normal,SUV
2024-01-01 08:10:25,37.77,-122.43,61.25,98.8,98.1,-0.76,-0.1,0.87,Straight,Neutral,0.04,awake,normal,SUV
2024-01-01 08:10:30,37.76,-122.43,40.2,98.8,98.55,0.74,-0.09,0.03,Straight,Neutral,0.64,awake,normal,sedan
2024-01-01 08:10:35,37.76,-122.43,48.07,37.71,90.2,-0.81,0.35,-0.11,Left,Neutral,0.97,awake,normal,truck
2024-01-01 08:10:40,37.77,-122.4,40.7,95.02,77.32,0.73,0.54,-0.77,Straight,Down,0.83,awake,normal,truck
2024-01-01 08:10:45,37.77,-122.4,63.09,84.42,80.46,0.21,-0.36,0.73,Right,Neutral,0.16,awake,normal,SUV
2024-01-01 08:10:50,37.76,-122.42,56.17,19.82,79.81,0.62,0.52,0.6,Straight,Neutral,0.67,awake,normal,truck
2024-01-01 08:10:55,37.76,-122.41,65.21,10.52,88.29,-0.24,0.1,0.19,Straight,Neutral,0.56,awake,normal,sedan
2024-01-01 08:11:00,37.76,-122.41,64.78,25.16,83.9,0.73,0.04,-0.04,Straight,Neutral,0.38,awake,normal,truck
2024-01-01 08:11:05,37.77,-122.42,55.77,62.22,86.48,0.43,0.04,0.64,Straight,Neutral,0.75,awake,normal,sedan
2024-01-01 08:11:10,37.76,-122.4,42.41,68.92,98.03,-0.8,-0.03,-0.49,Straight,Neutral,0.35,awake,normal,sedan
2024-01-01 08:11:15,37.78,-122.41,68.65,38.02,78.18,-0.76,-0.64,0.36,Straight,Neutral,0.41,awake,normal,truck
2024-01-01 08:11:20,37.77,-122.43,76.71,61.06,82.74,0.63,-0.25,0.05,Straight,Up,0.09,awake,normal,truck
2024-01-01 08:11:25,37.77,-122.41,48.48,63.42,88.33,0.68,0.8,-0.29,Straight,Neutral,0.41,awake,normal,truck
2024-01-01 08:11:30,37.77,-122.41,72.38,48.14,93.0,-0.15,-0.69,-0.53,Left,Neutral,0.15,awake,normal,truck
2024-01-01 08:11:35,37.77,-122.42,64.28,38.1,86.4,-0.22,0.19,-0.01,Right,Neutral,0.23,awake,normal,sedan
2024-01-01 08:11:40,37.77,-122.42,68.98,48.54,70.47,0.64,0.21,-0.33,Right,Neutral,0.34,awake,normal,sedan
2024-01-01 08:11:45,37.77,-122.41,52.93,63.62,76.8,-0.86,0.04,-0.86,Left,Neutral,0.35,awake,normal,SUV
2024-01-01 08:11:50,37.77,-122.4,49.23,68.58,83.71,-0.9,-0.24,-0.27,Right,Neutral,0.19,awake,normal,truck
2024-01-01 08:11:55,37.77,-122.41,47.01,17.99,90.7,0.07,-0.81,-0.1,Straight,Neutral,0.2,awake,normal,SUV
2024-01-01 08:12:00,37.77,-122.41,44.79,93.45,99.22,0.47,0.54,-0.51,Straight,Up,0.02,awake,normal,SUV
2024-01-01 08:12:05,37.77,-122.41,73.04,87.82,93.46,-0.93,-0.39,-0.47,Straight,Up,0.71,awake,normal,SUV
2024-01-01 08:12:10,37.78,-122.41,57.89,37.5,88.02,0.84,-0.01,0.98,Left,Neutral,0.52,awake,normal,truck
2024-01-01 08:12:15,37.78,-122.43,66.97,83.57,85.97,-0.72,-0.58,0.64,Straight,Up,0.72,awake,normal,sedan
2024-01-01 08:12:20,37.76,-122.42,65.64,96.16,94.67,0.72,0.85,-0.03,Straight,Neutral,0.13,awake,normal,truck
2024-01-01 08:12:25,37.76,-122.41,66.65,45.88,73.65,0.01,-0.53,-0.84,Straight,Neutral,0.48,awake,normal,SUV
2024-01-01 08:12:30,37.77,-122.4,44.23,88.85,89.22,0.24,0.3,-0.7,Straight,Neutral,0.22,awake,normal,SUV
2024-01-01 08:12:35,37.77,-122.43,64.78,99.54,78.92,-0.66,-0.85,0.57,Straight,Neutral,0.43,awake,normal,SUV
2024-01-01 08:12:40,37.77,-122.41,49.31,66.99,76.62,0.31,0.7,0.45,Straight,Neutral,0.17,awake,normal,SUV
2024-01-01 08:12:45,37.77,-122.42,73.1,57.3,92.01,-0.98,-0.17,-0.04,Straight,Neutral,0.77,awake,normal,truck
2024-01-01 08:12:50,37.78,-122.43,52.94,58.18,95.03,-0.6,-0.87,-0.91,Straight,Neutral,0.63,awake,normal,SUV
2024-01-01 08:12:55,37.77,-122.42,59.53,33.94,74.5,0.47,-0.05,-0.25,Straight,Neutral,0.32,awake,normal,SUV
2024-01-01 08:13:00,37.78,-122.4,66.35,95.98,98.28,-0.85,-0.44,0.86,Straight,Neutral,0.81,awake,normal,SUV
2024-01-01 08:13:05,37.78,-122.42,65.47,44.77,88.42,0.04,-0.7,0.47,Straight,Neutral,0.07,awake,normal,truck
2024-01-01 08:13:10,37.76,-122.43,72.09,74.47,73.16,0.02,-0.22,-0.08,Right,Down,0.04,awake,normal,SUV
2024-01-01 08:13:15,37.78,-122.41,43.94,41.94,89.81,-0.47,-0.96,-0.84,Right,Neutral,0.76,awake,normal,truck
2024-01-01 08:13:20,37.78,-122.41,40.42,44.37,77.66,-0.86,0.92,-0.04,Left,Neutral,0.26,awake,normal,truck
2024-01-01 08:13:25,37.76,-122.42,63.3,20.26,92.44,0.31,-0.74,-0.32,Right,Neutral,0.81,awake,normal,SUV
2024-01-01 08:13:30,37.77,-122.42,46.55,49.55,78.21,0.35,-0.01,-0.97,Right,Neutral,0.93,awake,normal,SUV
2024-01-01 08:13:35,37.77,-122.4,50.09,33.26,92.65,0.68,0.46,0.55,Straight,Neutral,0.46,awake,normal,sedan
2024-01-01 08:13:40,37.77,-122.4,69.12,94.36,73.24,-0.82,0.93,-0.02,Straight,Neutral,0.69,awake,normal,SUV
2024-01-01 08:13:45,37.77,-122.41,51.9,76.91,86.95,0.75,0.27,0.52,Straight,Neutral,0.69,awake,normal,sedan
2024-01-01 08:13:50,37.76,-122.42,51.12,75.38,75.82,0.32,-0.38,0.48,Left,Neutral,0.88,awake,normal,SUV
2024-01-01 08:13:55,37.77,-122.42,73.92,58.48,95.2,-0.98,0.5,0.52,Straight,Neutral,0.83,awake,normal,truck
2024-01-01 08:14:00,37.78,-122.42,54.73,55.18,83.46,0.77,0.19,-0.22,Straight,Neutral,0.72,awake,normal,truck
2024-01-01 08:14:05,37.76,-122.41,55.51,41.99,82.07,0.02,0.45,-0.79,Straight,Neutral,0.87,awake,normal,SUV
2024-01-01 08:14:10,37.76,-122.42,50.79,63.94,94.75,-0.85,-0.88,-0.33,Straight,Neutral,0.5,awake,normal,sedan
2024-01-01 08:14:15,37.78,-122.41,53.13,49.62,83.02,-0.56,0.2,0.47,Right,Down,0.09,awake,normal,truck
2024-01-01 08:14:20,37.77,-122.42,44.73,67.26,82.3,-0.23,0.14,0.18,Straight,Neutral,0.84,awake,normal,sedan
2024-01-01 08:14:25,37.77,-122.43,63.46,12.18,90.93,0.57,-0.89,0.71,Straight,Neutral,0.93,awake,normal,truck
2024-01-01 08:14:30,37.77,-122.42,68.24,49.17,88.94,0.81,0.82,0.56,Straight,Up,0.05,awake,normal,SUV
2024-01-01 08:14:35,37.76,-122.43,78.26,45.9,72.07,-0.44,-0.48,-0.51,Right,Neutral,0.06,awake,normal,SUV
2024-01-01 08:14:40,37.77,-122.41,50.73,50.48,74.69,-0.91,0.24,0.12,Straight,Neutral,0.85,awake,normal,SUV
2024-01-01 08:14:45,37.78,-122.43,78.54,31.31,86.81,-0.9,-0.16,-0.48,Straight,Down,0.94,awake,normal,sedan
2024-01-01 08:14:50,37.77,-122.41,58.56,27.83,99.16,-0.3,-0.77,-0.7,Straight,Neutral,0.61,awake,normal,SUV
2024-01-01 08:14:55,37.78,-122.41,49.1,57.11,82.12,0.58,0.1,0.23,Straight,Neutral,0.54,awake,normal,SUV
2024-01-01 08:15:00,37.77,-122.43,66.76,69.78,83.87,0.3,0.09,-0.88,Straight,Neutral,0.41,awake,normal,SUV
2024-01-01 08:15:05,37.77,-122.43,74.89,80.77,86.35,0.51,-0.96,-0.75,Straight,Neutral,0.76,awake,normal,sedan
2024-01-01 08:15:10,37.77,-122.4,62.32,60.42,86.58,-0.31,-0.44,-0.22,Straight,Neutral,0.09,awake,normal,truck
2024-01-01 08:15:15,37.77,-122.42,78.58,18.41,76.11,-0.43,0.59,0.16,Straight,Neutral,0.52,awake,normal,SUV
2024-01-01 08:15:20,37.77,-122.4,57.9,57.97,86.73,0.23,-0.27,0.79,Straight,Neutral,0.17,awake,normal,truck
2024-01-01 08:15:25,37.77,-122.43,52.53,42.73,93.96,0.71,-0.76,0.48,Straight,Down,0.97,awake,normal,sedan
2024-01-01 08:15:30,37.77,-122.43,46.64,75.27,96.46,-0.68,-0.97,0.12,Straight,Neutral,0.43,awake,normal,truck
2024-01-01 08:15:35,37.78,-122.43,53.47,75.83,78.89,-0.78,0.52,0.98,Right,Neutral,0.92,awake,normal,SUV
2024-01-01 08:15:40,37.77,-122.42,46.95,83.73,91.36,-0.8,-0.52,-0.72,Straight,Neutral,0.83,awake,normal,truck
2024-01-01 08:15:45,37.77,-122.41,69.52,65.88,94.19,-0.49,-0.94,0.48,Straight,Neutral,0.84,awake,normal,truck
2024-01-01 08:15:50,37.76,-122.41,73.48,25.04,78.38,0.39,0.03,-0.39,Straight,Up,0.64,awake,normal,SUV
2024-01-01 08:15:55,37.77,-122.41,70.64,94.45,93.65,-0.48,0.81,0.34,Straight,Neutral,0.66,awake,normal,SUV
2024-01-01 08:16:00,37.77,-122.42,55.22,87.81,99.3,-0.15,-0.92,0.48,Right,Neutral,0.11,awake,normal,truck
2024-01-01 08:16:05,37.78,-122.42,67.97,91.97,95.18,0.24,0.12,0.26,Straight,Neutral,0.98,awake,normal,truck
2024-01-01 08:16:10,37.77,-122.42,49.68,20.82,70.37,-0.4,0.2,-0.41,Straight,Neutral,0.47,awake,normal,SUV
2024-01-01 08:16:15,37.76,-122.4,53.22,86.7,80.21,0.25,0.06,0.68,Straight,Neutral,0.99,awake,normal,SUV
2024-01-01 08:16:20,37.77,-122.41,42.55,61.6,94.94,-0.77,-0.81,0.82,Straight,Neutral,0.6,awake,normal,SUV
2024-01-01 08:16:25,37.78,-122.41,43.29,56.57,97.32,-0.72,-0.32,-0.67,Straight,Down,0.46,awake,normal,sedan
