timestamp,latitude,longitude,speed,fuel_level,engine_temp,accelerometer_x,accelerometer_y,accelerometer_z,head_position_X,eye_closed_duration,driver_state,vehicle_health,vehicle_type
2024-01-01 08:03:55,37.781942,-122.416218,44,17.32,87,0.55,-0.98,-0.06,Right,0.5,awake,needs_maintenance,SUV
2024-01-01 08:04:00,37.774282,-122.421764,31,77.36,122,0.51,1.29,0.27,Right,0.83,awake,needs_maintenance,truck
2024-01-01 08:04:05,37.775841,-122.424229,51,49.95,109,-2.85,-2.89,-2.52,Straight,1.73,awake,normal,truck
2024-01-01 08:04:10,37.775806,-122.413701,80,90.01,121,2.79,-0.4,-0.2,Straight,0.56,awake,needs_maintenance,truck
2024-01-01 08:04:15,37.765258,-122.421451,46,30.56,113,2.61,-1.4,-1.9,Left,2.01,drowsy,needs_maintenance,truck
2024-01-01 08:04:20,37.775009,-122.41969,90,80.14,74,0.27,-2.39,2.29,Straight,0.67,awake,normal,sedan
2024-01-01 08:04:25,37.775094,-122.419964,108,26.96,96,2.72,0.93,2.96,Right,0.69,awake,normal,SUV
2024-01-01 08:04:30,37.76739,-122.413912,0,37.87,96,-1.3,1.96,-0.88,Straight,2.79,drowsy,normal,SUV
2024-01-01 08:04:35,37.772267,-122.427079,120,26.46,71,2.57,-2.48,-1.2,Right,0.26,awake,normal,SUV
2024-01-01 08:04:40,37.784226,-122.416104,85,27.29,60,-0.46,-2.59,-2.27,Left,1.99,distracted,normal,SUV
2024-01-01 08:04:45,37.766613,-122.411095,34,77.45,79,2.94,-2.15,-1.27,Straight,2.1,drowsy,normal,sedan
2024-01-01 08:04:50,37.779241,-122.429003,61,53.44,85,-2.46,2.51,-2.09,Left,0.13,awake,normal,SUV
2024-01-01 08:04:55,37.771791,-122.427649,130,78.86,99,2.44,-1.55,1.82,Right,0.1,awake,normal,SUV
2024-01-01 08:05:00,37.782796,-122.426606,68,71.53,77,2.54,-0.83,1.1,Right,2.6,drowsy,normal,sedan
2024-01-01 08:05:05,37.784531,-122.415419,97,35.49,96,0.45,-2.33,1.37,Straight,1.21,awake,normal,SUV
2024-01-01 08:05:10,37.768997,-122.413206,90,29.6,87,-2.18,-1.14,-0.55,Straight,2.09,drowsy,normal,SUV
2024-01-01 08:05:15,37.780402,-122.415958,44,36.05,122,-0.79,-1.65,-0.96,Left,2.93,drowsy,needs_maintenance,truck
2024-01-01 08:05:20,37.778819,-122.419889,70,85.36,121,-2.24,2.92,-0.09,Left,0.31,awake,needs_maintenance,truck
2024-01-01 08:05:25,37.769396,-122.427946,111,31.0,79,2.48,-2.79,0.01,Right,2.64,drowsy,normal,SUV
2024-01-01 08:05:30,37.769646,-122.425304,102,40.17,101,-2.74,2.49,-0.25,Right,1.77,distracted,normal,truck
2024-01-01 08:05:35,37.784621,-122.422884,112,31.75,92,-1.67,-0.69,0.56,Straight,1.78,awake,normal,SUV
2024-01-01 08:05:40,37.780636,-122.414266,77,77.4,126,-2.49,-1.69,0.87,Left,0.45,awake,needs_maintenance,truck
2024-01-01 08:05:45,37.77614,-122.425877,62,29.42,85,-0.0,-2.66,0.23,Left,2.49,drowsy,normal,SUV
2024-01-01 08:05:50,37.771047,-122.414539,118,19.63,126,-0.15,1.89,-0.61,Right,1.19,distracted,needs_maintenance,truck
2024-01-01 08:05:55,37.769699,-122.411672,115,55.2,127,1.23,0.5,1.41,Straight,0.9,awake,needs_maintenance,truck
2024-01-01 08:06:00,37.768682,-122.415156,90,63.36,103,-0.31,-2.14,-2.37,Left,1.58,distracted,normal,truck
2024-01-01 08:06:05,37.784662,-122.425091,8,35.87,83,-1.69,-0.98,0.14,Right,1.69,distracted,normal,SUV
2024-01-01 08:06:10,37.767017,-122.426194,88,73.37,84,-1.5,-0.81,-2.7,Straight,0.22,awake,normal,SUV
2024-01-01 08:06:15,37.7729,-122.427974,94,80.25,128,-0.35,0.02,-0.72,Left,2.77,drowsy,needs_maintenance,truck
2024-01-01 08:06:20,37.770537,-122.415089,121,89.73,74,-2.25,2.18,2.42,Right,1.61,distracted,normal,sedan
2024-01-01 08:06:25,37.776861,-122.417622,45,39.77,109,1.54,-2.84,-2.57,Right,0.82,awake,normal,truck
2024-01-01 08:06:30,37.766819,-122.426941,76,93.78,122,0.18,1.34,-2.57,Left,2.22,drowsy,needs_maintenance,truck
2024-01-01 08:06:35,37.772059,-122.415925,117,18.25,112,-1.83,0.59,-2.31,Left,2.58,drowsy,needs_maintenance,truck
2024-01-01 08:06:40,37.769663,-122.425933,42,59.78,88,2.59,1.57,2.18,Left,0.12,awake,normal,SUV
2024-01-01 08:06:45,37.765271,-122.429335,90,32.01,103,-2.7,1.16,-2.2,Left,2.17,drowsy,normal,truck
2024-01-01 08:06:50,37.777141,-122.409663,112,96.02,118,0.12,-1.85,-0.82,Right,2.31,drowsy,needs_maintenance,truck
2024-01-01 08:06:55,37.783794,-122.4204,91,10.11,99,2.41,-2.46,-0.38,Straight,2.95,drowsy,needs_maintenance,SUV
2024-01-01 08:07:00,37.784566,-122.422662,65,90.28,102,1.34,2.73,0.78,Straight,1.62,awake,normal,truck
2024-01-01 08:07:05,37.766559,-122.42484,91,84.9,60,-2.38,-1.8,2.3,Straight,2.09,drowsy,normal,sedan
2024-01-01 08:07:10,37.771084,-122.419252,16,16.56,103,0.47,0.42,-0.32,Right,0.47,awake,needs_maintenance,truck
2024-01-01 08:07:15,37.778851,-122.428268,3,46.21,113,-0.36,-2.14,-2.86,Straight,0.5,awake,needs_maintenance,truck
2024-01-01 08:07:20,37.773304,-122.428805,43,71.28,110,-1.61,-0.87,-1.57,Right,2.49,drowsy,normal,truck
2024-01-01 08:07:25,37.769438,-122.409969,114,59.83,128,1.33,-2.83,1.16,Right,0.75,awake,needs_maintenance,truck
2024-01-01 08:07:30,37.774409,-122.411891,70,94.15,124,-2.38,-2.09,0.96,Straight,2.88,drowsy,needs_maintenance,truck
2024-01-01 08:07:35,37.773412,-122.423757,16,96.45,62,2.2,0.18,1.78,Left,2.27,drowsy,normal,sedan
2024-01-01 08:07:40,37.766316,-122.421204,35,40.67,90,-1.29,1.5,-2.3,Left,0.15,awake,normal,SUV
2024-01-01 08:07:45,37.784215,-122.425155,113,93.93,92,0.67,-1.31,-2.68,Left,1.62,distracted,normal,SUV
2024-01-01 08:07:50,37.778127,-122.409544,86,80.03,112,-2.26,2.89,0.15,Right,0.17,awake,needs_maintenance,truck
2024-01-01 08:07:55,37.765255,-122.414505,99,33.69,73,-0.56,2.58,0.05,Left,1.52,distracted,normal,SUV
2024-01-01 08:08:00,37.771508,-122.417599,23,56.07,111,-2.45,2.16,-1.71,Left,1.02,distracted,needs_maintenance,truck
2024-01-01 08:08:05,37.782627,-122.417788,81,66.59,99,-1.19,-1.8,-0.21,Straight,0.55,awake,normal,SUV
2024-01-01 08:08:10,37.777459,-122.417962,76,46.34,109,1.23,1.38,-2.88,Straight,0.46,awake,normal,truck
2024-01-01 08:08:15,37.783549,-122.420992,73,15.06,130,0.77,-2.01,1.39,Straight,2.27,drowsy,needs_maintenance,truck
2024-01-01 08:08:20,37.766626,-122.418979,123,74.77,117,-1.21,0.85,2.06,Straight,2.98,drowsy,needs_maintenance,truck
2024-01-01 08:08:25,37.77794,-122.428356,116,33.93,68,-2.27,-2.3,-2.18,Right,2.96,drowsy,normal,SUV
2024-01-01 08:08:30,37.766599,-122.427847,96,86.54,62,-1.46,0.33,-1.25,Right,0.86,awake,normal,sedan
2024-01-01 08:08:35,37.771761,-122.411548,137,93.46,78,-1.72,-1.33,1.86,Straight,2.44,drowsy,normal,sedan
2024-01-01 08:08:40,37.767025,-122.415307,70,20.5,85,-1.06,0.01,-0.34,Right,1.87,distracted,normal,SUV
2024-01-01 08:08:45,37.776952,-122.425571,44,31.84,70,0.16,0.26,-1.95,Left,0.89,awake,normal,SUV
2024-01-01 08:08:50,37.770272,-122.420713,112,77.34,104,0.62,-1.57,0.72,Right,1.6,distracted,normal,truck
2024-01-01 08:08:55,37.783478,-122.418312,80,90.72,115,2.79,-2.19,-2.02,Left,2.31,drowsy,needs_maintenance,truck
2024-01-01 08:09:00,37.781942,-122.424368,95,61.54,129,-2.31,0.25,2.51,Straight,2.9,drowsy,needs_maintenance,truck
2024-01-01 08:09:05,37.769428,-122.411349,129,16.94,63,-2.65,2.1,-0.64,Straight,2.13,drowsy,needs_maintenance,SUV
2024-01-01 08:09:10,37.765167,-122.422378,91,22.03,92,0.21,2.49,-2.97,Right,0.21,awake,normal,SUV
2024-01-01 08:09:15,37.77303,-122.415466,126,70.84,91,-2.05,-2.73,-2.1,Right,2.3,drowsy,normal,SUV
2024-01-01 08:09:20,37.777198,-122.427168,0,35.42,108,-1.16,0.94,0.42,Straight,2.55,drowsy,normal,truck
2024-01-01 08:09:25,37.772577,-122.412756,48,11.24,122,-2.82,-2.67,-1.49,Straight,2.7,drowsy,needs_maintenance,truck
2024-01-01 08:09:30,37.767755,-122.41701,3,34.27,86,2.02,1.84,-1.42,Right,1.75,distracted,normal,SUV
2024-01-01 08:09:35,37.781267,-122.411395,125,96.71,85,-1.07,0.46,1.82,Right,0.68,awake,normal,SUV
2024-01-01 08:09:40,37.781633,-122.420615,82,44.6,124,-0.21,-1.87,0.27,Right,1.9,distracted,needs_maintenance,truck
2024-01-01 08:09:45,37.767912,-122.423767,26,13.51,71,2.32,-1.91,-1.58,Straight,2.78,drowsy,needs_maintenance,SUV
2024-01-01 08:09:50,37.783421,-122.417479,91,18.92,94,1.13,1.24,2.58,Right,2.96,drowsy,needs_maintenance,SUV
2024-01-01 08:09:55,37.783805,-122.412794,48,75.31,72,-1.46,0.55,0.26,Straight,2.02,drowsy,normal,sedan
2024-01-01 08:10:00,37.774045,-122.419033,17,64.11,109,-2.28,1.97,-0.41,Right,0.12,awake,normal,truck
2024-01-01 08:10:05,37.765403,-122.429195,135,37.95,89,-2.26,2.9,-1.21,Left,0.96,awake,normal,SUV
2024-01-01 08:10:10,37.769203,-122.413018,111,71.94,88,-2.04,0.46,0.56,Right,1.94,distracted,normal,SUV
2024-01-01 08:10:15,37.773231,-122.428138,94,36.54,73,2.15,-2.62,0.28,Right,2.41,drowsy,normal,SUV
2024-01-01 08:10:20,37.773183,-122.429118,78,62.68,95,2.1,-0.7,1.79,Straight,2.25,drowsy,normal,SUV
2024-01-01 08:10:25,37.765674,-122.427827,118,46.5,108,-0.08,0.99,0.54,Straight,2.24,drowsy,normal,truck
2024-01-01 08:10:30,37.765188,-122.410662,5,43.05,129,-0.43,2.43,-0.91,Right,0.99,awake,needs_maintenance,truck
2024-01-01 08:10:35,37.7777,-122.424455,140,49.54,82,-1.8,2.25,-2.17,Right,1.63,distracted,normal,SUV
2024-01-01 08:10:40,37.767764,-122.412835,134,45.36,77,-1.07,0.24,-2.94,Left,0.94,awake,normal,SUV
2024-01-01 08:10:45,37.766126,-122.41759,137,92.08,68,2.61,1.26,-0.21,Right,2.94,drowsy,normal,sedan
2024-01-01 08:10:50,37.776028,-122.428637,130,51.25,96,-1.26,-2.21,2.85,Right,1.06,distracted,normal,SUV
2024-01-01 08:10:55,37.769589,-122.427485,63,17.68,115,1.02,-0.62,1.86,Straight,1.97,awake,needs_maintenance,truck
2024-01-01 08:11:00,37.773777,-122.419969,37,96.77,126,-2.29,-0.56,2.67,Right,0.5,awake,needs_maintenance,truck
2024-01-01 08:11:05,37.775334,-122.409634,121,20.77,66,-2.49,-2.78,2.63,Right,2.76,drowsy,normal,SUV
2024-01-01 08:11:10,37.782777,-122.426663,89,36.55,94,-0.51,-0.84,-0.56,Left,2.03,drowsy,normal,SUV
2024-01-01 08:11:15,37.778351,-122.417538,24,32.29,93,2.03,2.13,-1.2,Straight,0.82,awake,normal,SUV
2024-01-01 08:11:20,37.772627,-122.411617,102,63.21,88,0.85,-1.9,-2.2,Left,0.64,awake,normal,SUV
2024-01-01 08:11:25,37.772966,-122.419412,7,64.42,66,0.42,-0.53,-2.82,Straight,2.92,drowsy,normal,sedan
2024-01-01 08:11:30,37.782516,-122.412245,105,13.85,97,-0.16,2.8,-2.54,Straight,0.16,awake,needs_maintenance,SUV
2024-01-01 08:11:35,37.775848,-122.412019,64,48.55,88,0.89,0.09,0.24,Left,0.13,awake,normal,SUV
2024-01-01 08:11:40,37.780892,-122.41592,9,66.54,101,-0.96,2.1,2.36,Straight,1.86,awake,normal,truck
2024-01-01 08:11:45,37.773043,-122.425324,39,23.82,84,0.65,-0.31,2.39,Left,0.62,awake,normal,SUV
2024-01-01 08:11:50,37.783348,-122.426014,119,19.12,125,-0.82,0.27,-0.34,Straight,2.35,drowsy,needs_maintenance,truck
2024-01-01 08:11:55,37.771439,-122.409456,136,99.03,109,-1.71,2.14,0.6,Right,0.84,awake,normal,truck
2024-01-01 08:12:00,37.782116,-122.427367,107,31.19,117,-2.62,0.14,1.0,Straight,1.95,awake,needs_maintenance,truck
2024-01-01 08:12:05,37.764961,-122.425025,133,14.47,112,-2.21,-2.86,2.92,Straight,2.78,drowsy,needs_maintenance,truck
2024-01-01 08:12:10,37.76782,-122.425793,21,83.57,71,-2.89,-1.35,-1.95,Straight,1.91,awake,normal,sedan
2024-01-01 08:12:15,37.770878,-122.414916,118,70.42,84,-1.41,-0.22,-0.23,Right,1.26,distracted,normal,SUV
2024-01-01 08:12:20,37.77965,-122.422952,132,26.74,62,-0.61,1.47,0.68,Straight,0.56,awake,normal,SUV
2024-01-01 08:12:25,37.775816,-122.410744,48,21.36,106,-1.8,-0.68,-0.52,Left,1.49,distracted,normal,truck
2024-01-01 08:12:30,37.765266,-122.422627,65,33.81,65,-1.18,-2.56,2.15,Straight,0.85,awake,normal,SUV
2024-01-01 08:12:35,37.780984,-122.421662,47,17.16,88,-2.04,-0.6,-1.72,Right,0.97,awake,needs_maintenance,SUV
2024-01-01 08:12:40,37.772439,-122.409453,134,87.55,97,0.02,-2.85,0.41,Left,2.85,drowsy,normal,SUV
2024-01-01 08:12:45,37.784292,-122.409578,51,42.64,75,-0.45,-0.89,-1.66,Right,2.02,drowsy,normal,SUV
2024-01-01 08:12:50,37.768466,-122.420489,75,31.36,84,-0.76,-0.87,-2.41,Left,1.32,distracted,normal,SUV
2024-01-01 08:12:55,37.77857,-122.420691,124,65.22,63,2.82,2.72,2.05,Straight,2.76,drowsy,normal,sedan
2024-01-01 08:13:00,37.78223,-122.428203,86,18.28,95,-2.51,-0.7,1.0,Left,1.33,distracted,needs_maintenance,SUV
2024-01-01 08:13:05,37.771208,-122.413436,6,97.4,123,-1.17,0.58,-2.29,Straight,1.48,awake,needs_maintenance,truck
2024-01-01 08:13:10,37.766286,-122.420437,113,27.32,84,1.73,-2.37,-2.6,Right,2.87,drowsy,normal,SUV
2024-01-01 08:13:15,37.781889,-122.41326,3,13.9,61,-0.67,-0.28,2.91,Right,2.5,drowsy,needs_maintenance,SUV
2024-01-01 08:13:20,37.781681,-122.420972,82,94.5,117,-1.38,1.62,-1.79,Straight,1.21,awake,needs_maintenance,truck
2024-01-01 08:13:25,37.775735,-122.421973,110,14.09,75,1.4,0.62,-0.77,Left,1.04,distracted,needs_maintenance,SUV
2024-01-01 08:13:30,37.775898,-122.428355,93,38.46,76,0.4,1.94,1.63,Left,1.16,distracted,normal,SUV
2024-01-01 08:13:35,37.767386,-122.409642,49,90.65,93,2.76,-2.42,0.55,Right,1.92,distracted,normal,SUV
2024-01-01 08:13:40,37.777293,-122.4174,16,44.3,103,-1.36,1.04,-0.59,Left,0.19,awake,normal,truck
2024-01-01 08:13:45,37.783496,-122.418275,45,96.44,112,1.8,1.35,-2.08,Left,2.72,drowsy,needs_maintenance,truck
2024-01-01 08:13:50,37.779232,-122.424456,125,87.63,109,-1.78,0.52,-0.89,Right,2.65,drowsy,normal,truck
2024-01-01 08:13:55,37.779498,-122.418944,84,75.58,92,-0.14,-2.95,1.23,Left,1.83,distracted,normal,SUV
2024-01-01 08:14:00,37.777352,-122.41204,137,69.72,128,0.97,1.59,-1.9,Left,0.18,awake,needs_maintenance,truck
2024-01-01 08:14:05,37.783005,-122.413024,37,59.37,70,1.82,-0.24,-1.94,Right,2.26,drowsy,normal,SUV
2024-01-01 08:14:10,37.784602,-122.426156,34,75.4,72,2.76,0.69,-1.08,Left,1.02,distracted,normal,sedan
2024-01-01 08:14:15,37.780993,-122.422375,111,15.55,91,-1.4,-0.99,1.26,Left,2.34,drowsy,needs_maintenance,SUV
2024-01-01 08:14:20,37.766033,-122.418048,48,70.35,126,2.62,1.21,2.65,Left,2.25,drowsy,needs_maintenance,truck
2024-01-01 08:14:25,37.784519,-122.416894,88,45.98,94,0.52,-2.31,-2.37,Straight,2.35,drowsy,normal,SUV
2024-01-01 08:14:30,37.779472,-122.416366,103,95.3,88,-1.34,-2.43,2.85,Left,1.11,distracted,normal,SUV
2024-01-01 08:14:35,37.777553,-122.415552,51,82.62,123,-2.47,-1.46,-0.93,Right,1.44,distracted,needs_maintenance,truck
2024-01-01 08:14:40,37.783693,-122.424545,77,28.63,113,2.38,0.37,-2.65,Straight,2.76,drowsy,needs_maintenance,truck
2024-01-01 08:14:45,37.775758,-122.411764,39,72.12,62,1.69,1.52,0.77,Right,2.38,drowsy,normal,sedan
2024-01-01 08:14:50,37.776628,-122.42295,119,72.1,100,-2.47,-0.45,-1.31,Left,0.61,awake,normal,SUV
2024-01-01 08:14:55,37.78465,-122.421571,3,96.42,77,1.51,-0.08,-0.22,Straight,1.06,awake,normal,sedan
2024-01-01 08:15:00,37.77326,-122.423874,74,70.76,99,-2.26,-2.99,-1.3,Right,2.38,drowsy,normal,SUV
2024-01-01 08:15:05,37.779786,-122.418821,31,53.16,114,0.84,-2.6,-1.04,Straight,2.47,drowsy,needs_maintenance,truck
2024-01-01 08:15:10,37.767856,-122.415449,101,38.76,113,-1.48,1.33,1.42,Right,0.19,awake,needs_maintenance,truck
2024-01-01 08:15:15,37.774794,-122.416669,10,20.16,70,-2.73,-0.62,-0.46,Left,0.23,awake,normal,SUV
2024-01-01 08:15:20,37.776515,-122.421627,83,20.4,124,1.1,0.79,2.33,Right,2.77,drowsy,needs_maintenance,truck
2024-01-01 08:15:25,37.781982,-122.423564,44,62.3,73,-0.24,2.35,-2.87,Left,0.65,awake,normal,sedan
2024-01-01 08:15:30,37.766347,-122.428518,44,64.04,124,1.37,1.43,-2.16,Right,2.89,drowsy,needs_maintenance,truck
2024-01-01 08:15:35,37.775837,-122.428411,5,54.65,108,1.38,2.78,-0.45,Left,2.6,drowsy,normal,truck
2024-01-01 08:15:40,37.772793,-122.417871,61,54.09,113,-1.38,2.7,2.9,Straight,1.28,awake,needs_maintenance,truck
2024-01-01 08:15:45,37.780033,-122.424807,92,46.25,98,2.61,-2.11,-1.05,Straight,0.35,awake,normal,SUV
2024-01-01 08:15:50,37.764997,-122.411716,54,95.0,113,-1.89,-1.65,1.81,Left,1.95,distracted,needs_maintenance,truck
2024-01-01 08:15:55,37.771951,-122.415124,42,78.1,117,-1.06,-1.47,-2.9,Right,2.05,drowsy,needs_maintenance,truck
2024-01-01 08:16:00,37.770749,-122.426075,30,97.83,83,-0.16,0.81,-1.15,Straight,0.39,awake,normal,SUV
2024-01-01 08:16:05,37.774809,-122.415034,61,10.47,61,-1.44,1.73,-1.02,Right,2.66,drowsy,needs_maintenance,SUV
2024-01-01 08:16:10,37.765671,-122.429162,45,32.06,73,1.6,0.36,-1.76,Left,1.52,distracted,normal,SUV
2024-01-01 08:16:15,37.771515,-122.426904,14,22.99,97,1.03,-0.47,-2.47,Left,2.71,drowsy,normal,SUV
2024-01-01 08:16:20,37.772119,-122.419814,60,26.49,123,2.75,-0.57,1.25,Right,0.53,awake,needs_maintenance,truck
2024-01-01 08:16:25,37.782602,-122.424269,136,66.24,128,-1.68,-1.33,1.61,Straight,0.95,awake,needs_maintenance,truck
2024-01-01 08:16:30,37.77977,-122.419616,6,23.54,80,-2.36,-0.99,1.85,Left,2.95,drowsy,normal,SUV
2024-01-01 08:16:35,37.767729,-122.426059,119,86.34,115,-1.82,-0.58,0.49,Right,2.01,drowsy,needs_maintenance,truck
2024-01-01 08:16:40,37.783563,-122.417041,96,55.68,90,1.45,-0.2,0.72,Straight,1.87,awake,normal,SUV
2024-01-01 08:16:45,37.783432,-122.417345,29,36.15,83,-0.79,-2.03,-0.14,Left,1.52,distracted,normal,SUV
2024-01-01 08:16:50,37.778655,-122.418162,119,33.63,104,-1.03,-0.82,2.05,Straight,1.84,awake,normal,truck
2024-01-01 08:16:55,37.778732,-122.421542,90,57.98,68,-0.81,-2.54,-2.24,Left,1.54,distracted,normal,SUV
2024-01-01 08:17:00,37.780654,-122.420949,35,52.02,130,-0.65,1.45,2.29,Right,0.74,awake,needs_maintenance,truck
2024-01-01 08:17:05,37.766987,-122.412587,97,50.87,77,-0.33,-1.94,-1.03,Left,2.72,drowsy,normal,SUV
2024-01-01 08:17:10,37.769095,-122.42227,43,88.1,128,2.66,-0.04,-1.18,Right,2.31,drowsy,needs_maintenance,truck
2024-01-01 08:17:15,37.780359,-122.417217,41,31.04,110,0.17,2.35,-1.77,Straight,1.95,awake,normal,truck
2024-01-01 08:17:20,37.770253,-122.41204,106,71.97,116,2.85,-0.45,-0.39,Straight,0.99,awake,needs_maintenance,truck
2024-01-01 08:17:25,37.770847,-122.418463,0,72.3,76,-1.14,-1.81,0.04,Left,1.31,distracted,normal,sedan
2024-01-01 08:17:30,37.766378,-122.425139,62,15.89,91,2.3,-2.95,2.8,Straight,0.95,awake,needs_maintenance,SUV
